DataType,Size,Ratio,Algorithm,MeanTime(ns),StdDeviation(ns),AllSorted
AlmostSorted,64,0.166667,cuda_bubble_sort,1.07551e+08,182073,true
AlmostSorted,64,0.166667,cuda_merge_sort,2.09769e+06,13824.3,true
AlmostSorted,64,0.166667,cuda_counting_sort,450381,14308.3,true
AlmostSorted,64,0.166667,cuda_radix_sort,902359,56828.3,true
AlmostSorted,64,0.166667,cuda_heap_sort,0,0,true
AlmostSorted,64,0.166667,cuda_insertion_sort,0,0,true
AlmostSorted,64,0.166667,cuda_selection_sort,0,0,true
AlmostSorted,64,0.166667,cuda_shell_sort,0,0,true
AlmostSorted,64,0.25,cuda_bubble_sort,1.07707e+08,173041,true
AlmostSorted,64,0.25,cuda_merge_sort,2.10494e+06,25453.2,true
AlmostSorted,64,0.25,cuda_counting_sort,448037,17487.6,true
AlmostSorted,64,0.25,cuda_radix_sort,899007,40177.2,true
AlmostSorted,64,0.25,cuda_heap_sort,0,0,true
AlmostSorted,64,0.25,cuda_insertion_sort,0,0,true
AlmostSorted,64,0.25,cuda_selection_sort,0,0,true
AlmostSorted,64,0.25,cuda_shell_sort,0,0,true
AlmostSorted,64,0.333333,cuda_bubble_sort,1.07634e+08,176810,true
AlmostSorted,64,0.333333,cuda_merge_sort,2.1035e+06,15830.6,true
AlmostSorted,64,0.333333,cuda_counting_sort,448613,23314.5,true
AlmostSorted,64,0.333333,cuda_radix_sort,909823,47768.3,true
AlmostSorted,64,0.333333,cuda_heap_sort,0,0,true
AlmostSorted,64,0.333333,cuda_insertion_sort,0,0,true
AlmostSorted,64,0.333333,cuda_selection_sort,0,0,true
AlmostSorted,64,0.333333,cuda_shell_sort,0,0,true
AlmostSorted,64,0.416667,cuda_bubble_sort,1.07477e+08,164960,true
AlmostSorted,64,0.416667,cuda_merge_sort,2.10259e+06,27250.3,true
AlmostSorted,64,0.416667,cuda_counting_sort,454495,37579.3,true
AlmostSorted,64,0.416667,cuda_radix_sort,909929,51774.6,true
AlmostSorted,64,0.416667,cuda_heap_sort,0,0,true
AlmostSorted,64,0.416667,cuda_insertion_sort,0,0,true
AlmostSorted,64,0.416667,cuda_selection_sort,0,0,true
AlmostSorted,64,0.416667,cuda_shell_sort,0,0,true
AlmostSorted,128,0,cuda_bubble_sort,4.32431e+08,571504,true
AlmostSorted,128,0,cuda_merge_sort,3.83738e+06,44291.7,true
AlmostSorted,128,0,cuda_counting_sort,477944,31880.7,true
AlmostSorted,128,0,cuda_radix_sort,967631,35103.1,true
AlmostSorted,128,0,cuda_heap_sort,0,0,true
AlmostSorted,128,0,cuda_insertion_sort,0,0,true
AlmostSorted,128,0,cuda_selection_sort,0,0,true
AlmostSorted,128,0,cuda_shell_sort,0,0,true
